Source,Relation,Target,Weight
boghdan ravine,JOINS_WITH,shayuk,1
siksa,LOCATED_AT,junction_of_the_boghdan_ravine_with_the_shayuk,1
hanu pass,LEADS_TO,valley_of_the_indus,1
shayuk,CROSSED_BY,travellers,1
khapalu,BE SITUATED,near the centre of a wide plain,1
the valley of the shayuk,BE WIDEST,at the point of junction of large tributaries,1
machulu river,RUN THROUGH,a very open and wide gravelly plain,1
the river machulu,HAVE SOURCE IN,heavily-snowed mountains to the north,1
the plain of khapalu,BE GRAVELLY,in general,1
khapalu,BE LOCATED NEAR,the village of abadan,1
the shayuk,RUN IN TWO BRANCHES,each about a hundred yards wide,1
the shayuk,HAVE AVERAGE DEPTH OF,about two feet,1
the machulu,JOIN THE SHAYUK,a little further down,1
the valley,BE NARROW AND RUGGED,in its intermediate parts,1
khapalu,BE CONNECTED BY A PASS,to kartash,1
machulu,VALLEY_OF,mountains,1
muztagh,MAIN_CHAIN_OF,mountain,1
surmu,LOCATION_OF,village,1
khapalu,LOCATION_OF,village,1
shayuk,RIVER_BED,gravelly river-bed,1
surmu,LOCATION_OF,cultivation,1
khapalu,LOCATION_OF,thick bed of alluvium,1
fort of khapalu,PERCHED_ON,projecting scarped rock,1
nubra,LOCATION_OF,elm and elæagnus trees,1
chorbat,LOCATION_OF,fruit-trees,1
abadan,LOCATION_OF,lycium,1
surmu,LOCATION_OF,berberry,1
europe,HOME_OF,common berberry,1
himalaya,EXTENT_OF,drier valleys,1
punjab,EXTENT_OF,summer heat,1
mediterranean flora,EXTENT_OF,summer heat,1
shayuk,HEIGHT,8000 feet,1
water,BOILING-POINT,8300 feet,1
weather,CONDITION,fine,1
people,WASH,sand of the indus for gold,1
valley of the shayuk,EXTEND,some way below braghar,1
braghar,LOCATION,where a large tributary joins from the north,1
saline grassy plain,FEATURE,swampy and traversed by numerous small streamlets,1
chara,ABUNDANCE,in numerous small streamlets,1
potamogeton,ABUNDANCE,in numerous small streamlets,1
shayuk,CONTRACT,"channel very much, and frequently preventing all passage along the bank",1
river,NARROWNESS,within a few miles of iskardo or for at least thirty miles of river distance,1
ridge,ELEVATION,perhaps a thousand feet,1
kiris,LOCATION,"just above the junction of the shayuk and indus, on a nearly level alluvial platform of large size",1
shayuk,WIDTH,considerably wider than the indus,1
indus,WIDTH,less wide than the shayuk,1
shayuk,DEPTH,much less deep than the indus,1
district of chorbat,CONTAINS,granitic and slate rocks,1
granite,PREDOMINATE,mountains,1
slate,PRESENT,mountains,1
indus,JUNCTURE,shayuk,1
indus,FLOW,river,1
road,RUN,ravine,1
road,PASS,platforms of alluvium,1
road,CROSS,angular blocks of rock,1
village of nar,EXTEND,cultivated lands,1
indus,FLOW,south-west,1
road,ASCEND,crest of a low pass,1
summit,DESCEND,narrow valley,1
iskardo,BEAR,close resemblance to khapalu and nubra,1
road,LIE,open country,1
shigar river,ADVANCE,northern mountains,1
river,CROSS,flat-bottomed boat,1
plain of iskardo,SURROUND,junction of the shigar river with the indus,1
iskardo,NAME,mahommedan corruption,1
skardo,NAME,tibetan name,1
iskardo plain,SURROUND,mountains,1
mountains,RISE,abruptly,1
south side mountains,DERIVED FROM,range,1
river indus,TRAVERSE,valley,1
stream,RUN,near cliffs,1
cliffs,RECEDE,considerable distance,1
bed of indus,FLOW,sandy bed,1
iskardo,OCCUPY,nearly level plain,1
small streams,EXCAVATE,ravines,1
neighbourhood,SELECTED_AS,site,1
palace,OCCUPIED,eastern extremity,1
series of works,PROTECTED,western and more accessible end,1
mausoleum,RAISED_TO_THE_MEMORY_OF,"last independent king, ahmed shah",1
aqueduct or canal,EXTENDS_FROM,palace towards the mountains,1
aqueduct or canal,CONSISTS_OF,two walls and earth,1
platform of alluvium,BUILT_ON_THE_MARGIN_OF,fortified post,1
houses,SCATTERED_OVER,large extent of surface,1
iskardo,LOCATED_NEAR,rock of iskardo,1
shigar river,RICHLY_CULTIVATED_ALONG,banks,1
iskardo houses,BUILT_OF,unburnt bricks in a framework of wood,1
latticed windows,COVERED_WITH,paper or small plates of mica,1
roofs,COVERED_WITH,mud beaten hard,1
valley of iskardo,LOCATED_IN,lacustrine clay formation,1
clay formation,VARIES,appearance,1
clay formation,BEING,fine unctuous cream-coloured clay,1
clay formation,ALTERNATING WITH,thin beds of sand and small waterworn pebbles,1
rock of iskardo,FORMED EDDIES IN THE LAKE,eddies,1
fossils,OCCURRING IN,several different localities,1
fresh-water shells,BEING SUFFICIENTLY COMMON IN,thin seams of very fine clay,1
surface of the clay formation,BEING,very undulating,1
surface of the clay formation,OFTEN COVERED WITH,masses of large boulders,1
iskardo plain,HAVING,horizontal beds of coarse sandstone,1
sandstone,RESTING UPON,hard clay-slate,1
vegetation of iskardo,HAVING DISAPPEARED,entirely,1
iskardo,BEING,universal shrub along all the streamlets,1
kashmir plants,BEING FREQUENT,novelties,1
iskardo,DIRECTION,kashmir,1
the road,RUNS,on the surface of very elevated platforms,1
enormous boulders,ARE DERIVED FROM,masses of rock from the cliffs above,1
large boulders,WERE OBSERVED TO BE,much waterworn,1
similar waterworn rocks,WERE SEEN IN SITU,at great heights above the river,1
the mountains,RISE PRECIPITOUSLY,in cliffs of granite,1
the lake,HAD TERMINATED TO THE EASTWARD,no clay being seen in the narrow ravine,1
a patch of very fine cream-coloured clay,WAS CLINGING,on the flank of a very steep rocky cliff,1
the lake,OCCUPIED,the iskardo basin,1
the depth of the lake,HAD BEEN,very considerable,1
some great barrier,MUST HAVE EXISTED,in the narrow passage below khapalu,1
kuru,BE,beds of fine clay,1
shayuk,RAVINE,of,1
alluvium,ABOUND,there,1
portions,BE,the last remnants of a continuous mass which occupied the whole interspace,1
indus,BECOME,a little wider,1
valley,EXTEND,round the junction of the two rivers,1
cultivation,BE ON,a high platform of alluvium,1
road,DESCEND,nearly to the level of the river,1
path,CROSS,the bluff projecting ridge of granite,1
indus,RUN,nearly due north in a narrow rocky ravine,1
ridge,ADVANCE,close to the river,1
indus,RUN,with an extremely rapid current,1
valley,CONTINUE,very narrow,1
ravine,BECOME,a little wider,1
platforms,SKIRT,the stream,1
villages,CONTINUE,with little intermission on the surface of alluvial platforms,1
juniper-trees,BE SEEN,in one of the villages,1
patches,SEEN,considerable elevations,1
cliffs,COVERED,modern alluvium deposited during floods,1
clay,APPEARED,"extremely fine, without any intermixture of sand or micaceous grains",1
fossils,SEEN,none (thought to occur in more sandy or gritty varieties),1
lake,DEPOSITED,very finest clays,1
parkuta,OCCUPYING,both slopes of a deep ravine cut in the thick mass of alluvium by a large stream from the south,1
rajah of parkuta,FORMERLY RESIDED,his house (now untenanted),1
tolti,LOCATED,twelve miles away,1
urdi,SEEMED,"very populous, and extended for a great distance along the river",1
aqueduct,CROSSED,a ravine immediately above the village of urdi,1
cliffs,COVERED,an accumulation of very large granitic boulders,1
valley,BECAME,much more rugged and narrow as i approached tolti,1
ridge,OCCUPIED,the latter part of the march,1
belt of cultivation,SKIRTING,the river on very narrow platforms of alluvium,1
tolti,LOCATED_IN,village,1
tolti,HAS_MOUNTAINS,precipitous mountains,1
bird's-nest fort,LOCATED_AT,ravine behind the village,1
temperature,IS_LOWER_THAN,in the more open valley,1
snow,LIES_UNMELTED_IN,fields,1
populus euphratica,FOUND_IN,bank a mile or two below tolti,1
tarkata,LOCATED_AT,"indus, six miles below its junction with the river of dras",1
valley of the indus,HAS_FEATURE,long and remarkable bend of the river above kartash,1
river,FLOWS_THROUGH,valley,1
road,CROSSES,indus,1
ridge,ASCENDS_FROM,tolti,1
path,LIES_THROUGH,snow,1
kartash,LOCATED_AT,northern bank of the river,1
rajah ali sher khan,RESIDES_IN,village of kartash,1
the mountains,MODIFY,summer temperature,1
the fort,HAVE,good buildings,1
the village,BE,extensive and prosperous,1
alluvium deposits,BE DEVELOPED,in the valley of the river,1
iskardo lake basin,BE BOUNDED BY,a barrier on the east,1
the ravine above tolti,CONSTITUTE,the barrier which bounded the lake basin of iskardo,1
the peaks above kartash,BE,"18,000 feet elevated",1
large masses of rock,SPLIT AND FRACTURED,in every direction,1
granite and stratified rocks,FORM THE GREAT MASS OF THE MOUNTAINS,mixed with metamorphic rocks,1
tarkata,LOCATED_AT,mountain,1
sandstone,FORMED_OF,coarse grains of quartz,1
iskardo valley,VALLEY_OF,indus,1
tarkata,LOCATED_AT,elevation,1
road from iskardo to kashmir,STARTS_AT,junction of the river of dras,1
river of dras,FLOWS_THROUGH,valley of dras,1
granitic spur,SEPARATES,indus and river of dras,1
ridge,LOCATED_AT,"elevation (10,000 feet)",1
ulding thung,LOCATION,dras river,1
ulding thung,LOCATION,hill-side,1
hill,HAS_SLOPE,very steep slope,1
lacustrine clay formation,ELEVATION,8500 feet,1
clay,CONTAINS,salt,1
tarkata valley,LOCATION_OF,hills and patches of similar deposit,1
river,ORIGINATES_FROM,south-east,1
kargyl or pashkyum stream,JOINS,dras river,1
deotsu,LOCATION_OF,source of tributary,1
karbu village,LOCATION,steep lateral valley,1
tashgang,LOCATION,village,1
river,CROSSING,wooden bridge,1
storm,OCCUR,valley,1
snow,DEPTH,two feet,1
porters,FORMATION,pits in the snow,1
sikh fort at dras,LOCATION,eleven miles away,1
snow,DEPTH,three feet in plain,1
pass,BLOCKAGE,with snow,1
kargyl,LOCATION,maten,1
snow,DEPTH,ten and twelve feet deep,1
party,DEMAND,fuel,1
brushwood,CONSUMPTION,soon consumed,1
ropes,COMBINE,parallel lateral cables,1
parallel lateral cables,SUSPEND,road way of the bridge,1
bridges,BE,perfectly safe,1
open structure,APPEAR,formidable,1
principle,USE,in all the hill provinces of india,1
material,DIFFER,with each particular locality,1
cane,BE USED IN,the most eastern parts,1
rope,BE USED IN,western himalaya,1
willow twigs,BE USED AS A SUBSTITUTE FOR,in tibet,1
elæagnus,GROW,in rocky places along the river,1
apricot trees,GROW,in rocky places along the river,1
weather,BE WATCHED,during the whole period,1
fog,REMAIN,till nearly noon before dispelled by sun,1
winds,DISSIPATE THE FOG,without any fall of snow on the open plain,1
snow,FALL,during the night,1
snow-storms,COME FROM,south-west,1
wind,BLOW,up the valley of the indus,1
roads,BE FAMILIAR WITH ALL THE,in the neighbourhood of the town,1
iskardo,PROCURE SUPPLIES AT,"sheep, flour, and wood",1
the route along the valley of the indus,BE FREQUENTED,during the winter season,1
horses,BE IMPRACTICABLE FOR,the road over the passes towards hasora,1
travellers on foot,BE VERY BAD EVEN FOR,the route along the valley of the indus,1
the passes,BE COVERED WITH HEAVY SNOW,during my journey,1
the inhabitants of gilgit,BE IN A STATE OF OPEN INSURRECTION,since the beginning of winter,1
gulab singh,PLACE,a garrison in one of the forts of the valley,1
the thannadar of iskardo,SEND A FORCE TO,the relief of the inhabitants of gilgit,1
the garrison of iskardo,BE TOO WEAK TO ENABLE,to detach more than a very small portion,1
balti men,HAVE NO DESIRE TO FIGHT AGAINST,the inhabitants of gilgit and the robber tribes of the higher valleys of hunza and nagyr,1
large parties,ARRIVE AT ISKARDO,during the winter,1
these parties,DESPATCH TOWARDS THE DISTURBED COUNTRY,as soon as possible,1
my road,LIE ALONG THE NORTH BANK OF THE RIVER,through extensive tracts of cultivation,1
the villagers,BE BUSY,sprinkling a thin layer of earth over the snow to hasten its melting,1
koardu,BE ABOUT FIVE MILES DISTANT FROM ISKARDO,in the direction from which i passed,1
these beds,"FORM VERY IRREGULAR, OFTEN PRECIPITOUS BANKS",resting on the ancient rocks behind,1
the river,RUN ON THE NORTHERN SIDE OF THE VALLEY,here,1
the road,PASS OVER LEVEL PLATFORMS FOR ABOUT FOUR MILES,west of koardu,1
the ground,BE QUITE BARE,in rocky places and on all slopes facing the south,1
indus,CONTRACTS,valley,1
lacustrine clay,EXTENDS,end of the open valley,1
boulders,ARE COVERED BY,numerous boulder conglomerate,1
river bed,SEEMS INCREASED IN INCLINATION,narrow part of the river valley,1
rapidity of its motion,BECOMES MUCH GREATER,narrow ravine,1
surface,IS CONNECTED WITH,width or amount of excavation of the valley,1
mountains,ARE SUFFICIENTLY FAR APART,to allow of the interposition of a narrow platform of conglomerate,1
road,RUNS OVER,narrow platform of conglomerate,1
indus,RUNS THROUGH,narrow ravine,1
mountains,ARE EXTREMELY STEEP AND ROCKY,precipitous,1
stony bed of the river,AFFORD A LEVEL ROAD FOR A FEW HUNDRED YARDS AT A TIME,none specified,1
path,CONTINUALLY ASCENDS AND DESCENDS OVER EACH SUCCESSIVE RIDGE,valley,1
road,ASCENDS OR DESCENDS BY MEANS OF LADDERS,perpendicular wall of rock,1
road,CROSSES FISSURES IN THE CLIFFS BY PLANKS,none specified,1
range,SEPARATES,indus valley and shigar,1
these passes,BE BLOCKED UP,with snow,1
i,NOT CROSS,them,1
the higher parts of the road,ATTAIN AN ELEVATION,eight and nine thousand feet,1
the mountain ranges on the south of the indus,BE SEEN,well,1
they,RISE SO VERY ABRUPTLY,that,1
the nearer spurs,COMPLETELY CONCEAL FROM VIEW,the main range,1
occasionally,BE SEEN,very lofty peaks,1
these passes,KEEP,close to the river,1
they,DEBOUCHE INTO,gently sloping open valleys,1
the fort of rondu,BE SITUATED ON A PLATFORM,perhaps two hundred feet above its level,1
iskardo to thawar,BE TRAVERSED IN,five days,1
the road,APPEAR LONG,and be felt to be very fatiguing,1
the valley of the indus,MAKE RAPID PROGRESS WITH THAW,by the beginning of march,1
large ravine,CONTAINS,gigantic avalanches,1
indus i,FINDS,congeries of balls of snow,1
snow-streams,VARY,diameter from one to six feet,1
rondu,HAS,indistinct indications of boulder conglomerate,1
ravine,FILLED,boulder conglomerate,1
siri and baicha,SEES,several which were not less than sixty feet in length,1
thawar,HAS,great accumulation of clay and boulders,1
valley,SLOPES,gently towards the indus,1
steep bank,BLOCKS,whole of the end of the valley,1
culturalation and steep slope,FILLED,heaps of boulders forming long low hills,1
mass of debris,RESEMBLES,old moraine deposited by a glacier,1
indus,CROSSED BY,swing-bridge of willow twigs,1
thawar,DESCENDED FROM,this bridge,1
water,BOILS AT,a certain temperature,1
bed of the river,ESTIMATED ELEVATION OF,6200 feet,1
rondu,LOCATION_OF,river,1
stream,DISCHARGE_VOLUMNE,water,1
villages of rondu,HAVE_ABUNDANCE_OF,fruit-trees,1
apricot,BE_COMMONEST,fruit-trees,1
walnuts,EXIST,tree,1
vines,CLIMB_UP,trees,1
plane-tree,OCCUR,ravine,1
willow and poplar,SHOW_SIGNS_OF_VITALITY,flower-buds,1
juniper,BE_COMMON,hills of rondu,1
young plants,MAKE_SHOOTS,acicular patent leaves,1
pinus excelsa,OCCUR_IN_SMALL_GROVES,south side of the river,1
rondu,INDICATE_TRANSITION_BETWEEN_TWO_CLIMATES,tibetan climate and that of the eastern punjab,1
indus,CONTINUES,valley,1
tok,CEASES TO BE INHABITED AT,village and fortified post,1
gilgit,MADE ME ABANDON MY ORIGINAL INTENTION OF CONTINUING MY JOURNEY IN THAT DIRECTION,direction,1
thawar,MADE ONE MARCH TO THE WESTWARD OF,westward,1
iskardo,RETRACED MY STEPS TOWARDS,iskardo,1
valley of rondu,HAD AN OPPORTUNITY OF OBSERVING THE NATURE OF THE VEGETATION OF,valley,1
ash,APPEARED A NOVELTY,species,1
linaria 259 ramosissima,WAS SEEN,shrubby plant,1
plectranthus,WAS GUESSED TO BE,species,1
saccharum and erianthus,WERE SEEN,tall reedy grasses,1
rondu,WOULD HAVE OCCURRED IN SUMMER,complete list of the plants,1
"ladak, siberia, and affghanistan",HAS A CONNECTION BETWEEN THE ALPINE FLORA OF,flora,1
punjab and sind,EXTENDS WITH LITTLE VARIATION ALONG THE LITTORAL DISTRICTS OF,hot dry plains,1
beluchistan and persia,EXTENDS WITH LITTLE VARIATION INTO,arabia and egypt,1
iskardo,"FOUND THE PLAIN ALMOST FREE FROM SNOW, A LITTLE ONLY REMAINING ON BANKS FACING THE NORTH",plain,1
mountains on the south side of the valley,WERE STILL SNOW-CLAD TO THE VERY BASE,base,1
watercourses,HAD MORE APPEARANCE OF SPRING,gentian and hutchinsia,1
the field,HAS,previous ploughing,1
the plough,IS DRAWN BY,a pair of bullocks,1
the ploughshare,IS PASSED THROUGH,the hollow,1
the field,WAS LAID OUT INTO,small square beds,1
water,IS SUPPLIED TO,it at intervals,1
march,MARKS THE START OF,an assembly,1
the national game,IS DERIVED FROM,persia,1
chakor hunting,IS A FORM OF,hunting party,1
the chakor,IS AN EXTREMELY COMMON BIRD IN,all parts of the valley,1
shigar valley,IS WATERED BY A VERY LARGE TRIBUTARY WHICH JOINS,the indus,1
the road to shigar,CROSSES,low hills of dark schistose rocks,1
rock of iskardo,HAD SIMILAR SANDSTONE,that,1
sandstone,RESTED UPON,thinner strata of a bluish-grey indurated clay,1
lacustrine strata,OCCUPIED,both sides of the valley,1
road,DESCENDED RAPIDLY TO,the level of the cultivation of the shigar plain,1
shigar river,FLOWS THROUGH,a wide gravelly channel in many branches,1
platforms of alluvium,EXTEND ALONG,the left bank of the river,1
numerous little streams,DESCEND FROM,the mountains,1
irrigation canals,RAMIFY IN EVERY DIRECTION,everywhere,1
villagers,PLOUGHING WAS THE UNIVERSAL OCCUPATION OF,themself,1
fort of shigar,IS CLOSE TO,the mountains on the east side of the valley,1
vigne,ASCENDED TO A PASS,on the high range to the eastward,1
shigar plain,TERMINATES IN,a few hundred yards very narrow,1
muztagh or kouen-lun,DESCENDS FROM SNOWY MASSES OF,the shigar river,1
