Book,Source,RawRelation,Target,Action,Reason
Becoming_India,peasants,DENIED,civil liberties,drop,legacy row without strict relation mapping
Becoming_India,viceroy and other high british officials,ORGANISED,hunting expeditions,drop,legacy row without strict relation mapping
Becoming_India,rana,CHERISHED,shikar trips of the viceroy,drop,legacy row without strict relation mapping
Becoming_India,extra-ordinary grievances,CONCERNED,acts of the dhami state and its officials,drop,legacy row without strict relation mapping
Becoming_India,dhami state and its officials,FORCIBLE EXACTIONS,many kinds,drop,legacy row without strict relation mapping
Becoming_India,peasants,STATED,earlier property was inherited,drop,legacy row without strict relation mapping
Becoming_India,rana,CHANGED,three degrees of relation,drop,legacy row without strict relation mapping
Becoming_India,women subjects,BANNED FROM WEARING ORNAMENTS,for one year,drop,legacy row without strict relation mapping
Becoming_India,agent of the state or policeman,COULD ENTER,any peasant's house,drop,legacy row without strict relation mapping
Becoming_India,viceroy,GAVE,rs 800 to the state subjects,drop,legacy row without strict relation mapping
Becoming_India,committee,HIGHLIGHTED,these grievances of the dhami subjects,drop,legacy row without strict relation mapping
Becoming_India,dhami subjects,DEMANDED,elected responsible government,drop,legacy row without strict relation mapping
Becoming_India,committee,CRITICISED,conduct of the dhami authorities and the rana,drop,legacy row without strict relation mapping
Becoming_India,british administration,GAVE WRONG ADVICE TO THE RANA,initially,drop,legacy row without strict relation mapping
Becoming_India,committee,RECOMMENDED,depriving the rana of executive and juridical powers,drop,legacy row without strict relation mapping
Becoming_India,all india states’ peoples’ congress standing committee,APPOINTED SHANTI DHAWAN FOR CONDUCTING A GENERAL ENQUIRY,into the administration and political conditions in all the simla hill states,drop,legacy row without strict relation mapping
Becoming_India,the himalayan riyasati praja mandal,PRINTED,handbills,drop,legacy row without strict relation mapping
Becoming_India,the himalayan riyasati praja mandal,DISTRIBUTED,propaganda material,drop,legacy row without strict relation mapping
Becoming_India,simla,ORGANISED,meetings,drop,legacy row without strict relation mapping
Becoming_India,dhami residents and recent ‘political exiles’,LIVED,in simla,drop,legacy row without strict relation mapping
Becoming_India,peasants,SUPPORTED,the rana,drop,legacy row without strict relation mapping
Becoming_India,the state,ATTEMPTED TO GET THE SUPPORT OF,peasants in all seven parganas,drop,legacy row without strict relation mapping
Becoming_India,village,TOOK AN OATH ON THE LOCAL DEITY,not to co-operate with the state or its agents,drop,legacy row without strict relation mapping
Becoming_India,the entire village or clan,STOPPED,hukka pani,drop,legacy row without strict relation mapping
Becoming_India,individual members,BROKE AWAY EVEN UNDER REPRESSION AND INTENSE PRESSURE FROM THE RANA,since breaking the oath taken in the group made it close to impossible for individual members to break away,drop,legacy row without strict relation mapping
Becoming_India,the rana,INITIALLY,combat the mobilisations of the dhami state praja mandal,drop,legacy row without strict relation mapping
Becoming_India,villagers in a group,TOOK AN OATH ON THE LOCAL DEITY,not to co-operate with the state or its agents,drop,legacy row without strict relation mapping
Becoming_India,the individual,WAS PROHIBITED,"from eating, drinking, smoking, marriage, commercial transactions, community assistance and even walking over the fields of other members of his community",drop,legacy row without strict relation mapping
Becoming_India,sita ram sharma,REFUSE,perform religious ceremonies,drop,legacy row without strict relation mapping
Becoming_India,bhadraya,BE,prominent rebel,drop,legacy row without strict relation mapping
Becoming_India,parma nand,BE,prominent rebel,drop,legacy row without strict relation mapping
Becoming_India,khash-kanets,BE,main activists,drop,legacy row without strict relation mapping
Becoming_India,landless agricultural labourers,BELONG,dagi-koli castes,drop,legacy row without strict relation mapping
Becoming_India,bethus,REFUSE,supply grass and fuel wood,drop,legacy row without strict relation mapping
Becoming_India,rana's household,RECEIVE,grass and fuel wood,drop,legacy row without strict relation mapping
Becoming_India,people,TAKE,oaths on their village and clan deity,drop,legacy row without strict relation mapping
Becoming_India,"political agent, punjab hill states",NOTE,d.o. 16-sm/39,drop,legacy row without strict relation mapping
Becoming_India,21 bethus,PART,250 and more state subjects who fled,drop,legacy row without strict relation mapping
Becoming_India,grass sellers of pargana bari,CARRY,messages between the residents of dhami and those activists of the praja mandal,keep,would map to transports_via
Becoming_India,activists in dhami,HAVE,live contact with activists in simla,drop,legacy row without strict relation mapping
Becoming_India,gandhi,BE,invincible,drop,legacy row without strict relation mapping
Becoming_India,women,BE,encouraged to come out openly into praja mandal activities,drop,legacy row without strict relation mapping
Becoming_India,state officials,SEE,break small laws in the presence of state officials,drop,legacy row without strict relation mapping
Becoming_India,rana,SEND,police inspector with five policemen to seon pargana,drop,legacy row without strict relation mapping
Becoming_India,narainu,THREATEN,use his gun,drop,legacy row without strict relation mapping
Becoming_India,police party,BE SURROUNDED BY,mass of peasants,drop,legacy row without strict relation mapping
Becoming_India,policemen,NOT TAKE ACTION,surrounding peasants,drop,legacy row without strict relation mapping
Becoming_India,rana,SEND REINFORCEMENTS,policemen,drop,legacy row without strict relation mapping
Becoming_India,shiv ram and badlu,BE ARRESTED,state authorities,drop,legacy row without strict relation mapping
Becoming_India,narainu,ESCAPE,state authorities,drop,legacy row without strict relation mapping
Becoming_India,badlu,APOLOGISE TO,rana,drop,legacy row without strict relation mapping
Becoming_India,shiv ram,REFUSE TO APOLOGISE,rana,drop,legacy row without strict relation mapping
Becoming_India,dhami state praja mandal,CALL OFF AGITATION,upon meeting with rana,drop,legacy row without strict relation mapping
Becoming_India,rana,REFUSE TO MEET,delegation from dhami state praja mandal,drop,legacy row without strict relation mapping
Becoming_India,rana,REFUSE TO GIVE RECOGNITION,dhami state praja mandal,drop,legacy row without strict relation mapping
Becoming_India,assistant political agent,GIVE ADVICE,rana,drop,legacy row without strict relation mapping
Becoming_India,political agent's office,CORRESPOND WITH,rana,drop,legacy row without strict relation mapping
Becoming_India,rana,CLAIM POPULAR SUPPORT FOR DHAMI STATE PRAJA MANDAL IS WANING,none,drop,legacy row without strict relation mapping
Becoming_India,rana,WANT RINGLEADERS OF AGITATION ARRESTED,dhami state praja mandal,drop,legacy row without strict relation mapping
Becoming_India,political agent,ENQUIRE WHETHER RANA IS COMPETENT TO RELEASE PEOPLE FROM DIVINE OATH,rana,drop,legacy row without strict relation mapping
Becoming_India,rana,REPLY THAT HE TOO HAS THEOCRATIC POWERS,none,drop,legacy row without strict relation mapping
Becoming_India,resident of punjab hill states,SUPPORT POLITICAL AGENT'S POLICY,none,drop,legacy row without strict relation mapping
Becoming_India,rana,ANNOUNCE CONCESSIONS REGARDING DEMANDS OF PEOPLE,none,drop,legacy row without strict relation mapping
Becoming_India,peasants,BE ALLOWED TO KILL GHORLS AND KAKKARS,state forests,drop,legacy row without strict relation mapping
Becoming_India,rana,PROMISED,payment,drop,legacy row without strict relation mapping
Becoming_India,dhami state praja mandal,REJECTED,concessions,drop,legacy row without strict relation mapping
Becoming_India,peasants,REFUSED,revenue,drop,legacy row without strict relation mapping
Becoming_India,state officials,REFUSED,begar,drop,legacy row without strict relation mapping
Becoming_India,rana,EXCLAIMED,divine oath,drop,legacy row without strict relation mapping
Becoming_India,state subjects,REFUSING,revenue payments,drop,legacy row without strict relation mapping
Becoming_India,rulers,BECAME,secular administrators,drop,legacy row without strict relation mapping
Becoming_India,clan institutions,INCREASED CONTROL OVER,peasant's moral economy,drop,legacy row without strict relation mapping
Becoming_India,rana,REPEATEDLY EXPRESSED,helplessness,drop,legacy row without strict relation mapping
Becoming_India,british authorities,INTERVENED,police reinforcements,drop,legacy row without strict relation mapping
Becoming_India,assistant ramsay,ACCOMPANIED,contingent of policemen,drop,legacy row without strict relation mapping
Becoming_India,25 policemen,OCCUPIED,two main rebel villages,drop,legacy row without strict relation mapping
Becoming_India,activists,ABSCONDED,from their homes,drop,legacy row without strict relation mapping
Becoming_India,property,ATTACHED,of absconders,drop,legacy row without strict relation mapping
Becoming_India,women,NOT ALLOWED TO LEAVE,village boundaries,drop,legacy row without strict relation mapping
Becoming_India,praja mandal activists,DISMISSED,jobs,drop,legacy row without strict relation mapping
Becoming_India,seon pargana,HAD PAID,revenue,drop,legacy row without strict relation mapping
Becoming_India,sita ram,ARRESTED,simla,drop,legacy row without strict relation mapping
Becoming_India,sita ram,GAVE AN UNDERTAKING,refrain from all further activity in political matters,drop,legacy row without strict relation mapping
Becoming_India,absconders of seon pargana,SURRENDERED,state authorities,drop,legacy row without strict relation mapping
Becoming_India,jawarharlal nehru,PROTESTED,repression of the dhami peasantry,drop,legacy row without strict relation mapping
Becoming_India,dhami peasantry,CAUSED,unrest,drop,legacy row without strict relation mapping
Becoming_India,state,ESTIMATED,payment defaults and costs of pacification,drop,legacy row without strict relation mapping
Becoming_India,peasants of seon pargana,RECOVERED FROM,rs 7000 as costs for the maintenance of law and order,drop,legacy row without strict relation mapping
Becoming_India,koti,BOUNDED,simla town,drop,legacy row without strict relation mapping
Becoming_India,state officials and the rana,INCREASED SCOPE FOR FRAUD AND EMBEZZLEMENT BY,new taxes and unclear status of begar commutation,drop,legacy row without strict relation mapping
