Source,Target,TotalWeight,Relations
rajputs,self-declared,1.0,caste
kolis,explained by classification of sub-castes and more precise enumeration,1.0,decline in population
kanet males,4.93% of the population,1.0,rise in literacy level
education levels,all hill states,1.0,noticeable rise
khash-kanet peasantry,mostly confined to,1.0,rise in literacy and education
khash-kanet peasantry,literacy,1.0,rise
dagi-koli males,0.92%,1.0,literate percentage
dagi-koli females,0.05%,1.0,literate percentage
khash-kanet peasantry,emergence,1.0,stratification
families,education facilities,1.0,access
khash-kanet who had moved up the economic ladder,greater,1.0,spread of education
rajputs and brahmins,themselves,1.0,classification
khash-kanet,emergence,1.0,social reforms and political awakening
western himalayas,europeans and indians,1.0,interaction
population growth,needing to be taken,1.0,trend
resources,available to the people of the region,1.0,increase
"mandi, bushahr, and jubbal",higher than their neighbours,1.0,growth rate
total cultivable area,chapter one,1.0,did not rise
total cultivated area,chapter one,1.0,did not rise
mandi,1931,1.0,percentage rise
chamba,1931,1.0,percentage rise
sirmaur,1931,1.0,percentage rise
bilaspur,1931,1.0,percentage rise
bushahr,1931,1.0,percentage rise
suket,1931,1.0,percentage rise
keonthal,1931,1.0,percentage rise
jubbal,1931,1.0,percentage rise
other hill states,1931,1.0,percentage rise
population,during the colonial period,1.0,rise
markets,commercialisation of agricultural production,1.0,introduction of
labor in the towns,by labour in the towns,1.0,possibility of earning money by
family,by splitting into nuclear units and increase in numbers,1.0,expansion of
people,western himalayas or outside,1.0,moving out of ancestral village to other regions
rathis,shift from,1.0,traditional occupation
dagi-kolis,shift from,1.0,traditional occupation
kanets,shift from,1.0,traditional occupation
rajputs,mainly agricultural,1.0,be
kanets,better place,1.0,have
kanets,agriculture,1.0,depend
rathis,agricultural community,1.0,be
dagis and kolis,labour and other menial services,1.0,provide
kanets,pre-eminent agriculturists,1.0,have
rathis,85% dependent on agriculture,1.0,have
dagis and kolis,80% dependent on agriculture,1.0,have
kanets,11% with subsidiary occupation,1.0,have
rathis,14% with subsidiary occupation,1.0,have
dagis and kolis,slightly less than 20% with subsidiary occupation,1.0,have
kanets,any link with agriculture whatsoever,1.0,not have
dagi-kolis,numerous non-agricultural menial occupations,1.0,been involved
kanets,"non-agricultural occupations connected with administration, services (including labour) and such activities as milkmen and traders",1.0,have
rathis,similar non-agricultural occupations,1.0,have
labourers,4600 or a little more than 5% of total earners,1.0,number
land market statistics,contention based on stratification,1.0,support
kanet proprietary peasantry,some numbers,1.0,be ejected from land or greatly marginalised
"education, demographic patterns, and caste-occupation structures",movements of social reform and peasant rebellions,1.0,provide background for
khash-kanet peasantry,as it defined the terms on which this was to be effected,1.0,experience economic integration with the rest of the country
begar,due to physical demands and interference with agriculture,1.0,never been popular
markets and commercialisation of agriculture and labour,concerns of peasant rebellions,1.0,further accentuate
peasantry,new system ushered in with the land settlements,1.0,experience difficulty in transformation of traditional revenue system
hill states,especially where they pertained to specific products and begar labour,1.0,implement new demands but loathe to surrender older demands
peasantry,repeatedly,1.0,refuse to accept either new demands or honour old ones
first world war,and the beginning of countrywide mass movements against colonialism,1.0,come to an end
social reform movement,specially relating to marriage customs,1.0,organise and mobilise opinion
khash-kanets,marriage,1.0,assertion_of_specific_caste_identity
himalaya vidiya parbandhani sabha,educated hillmen,1.0,membership_composition
hindu sabha,pundit madan mohan malaviya,1.0,leadership
european travellers,marriage form in the western himalayas,1.0,observation
surat singh,royal family,1.0,belonged_to
kedar nath,organisation,1.0,member_of
kahn singh sautha,organisation,1.0,member_of
bar-at-law,organisation,1.0,member_of
lala puran chand,organisation,1.0,member_of
hindu sabha,conference,1.0,organised_by
himalaya vidiya parbandhani sabha,conference,1.0,organised_by
singh sabha,conference,1.0,organised_by
sewasamiti,conference,1.0,organised_by
akhara committee,conference,1.0,organised_by
sanatan dharam school,conference,1.0,organised_by
hindu population of western himalayas,reet reform,1.0,target_of_reform
peasants,co-operative bank,1.0,beneficiary_of
meadows and grazing runs,peasants,1.0,right_to
hindi,conference,1.0,promoted_language
nagri script,conference,1.0,promoted_script
temperence,conference,1.0,promoted_movement
hindu mahasabha,efforts_at_eradicating_untouchability,1.0,supported_by
gurudwara reform movement of the sikhs,conference,1.0,supported_by
himalayan society,social structure,1.0,characterized_by
marriage,himalayan social structure,1.0,feature_of
himalayan marriage,group marriage,1.0,feature
brothers,one woman at a time,1.0,marry
fathers,of brothers,1.0,be common
rules,partition of land and other property,1.0,governing
family,rare for a family to split,1.0,split
himalayan family,wives or husbands,1.0,have
women,as agricultural workers,1.0,be precious
number of wives,unpaid agricultural labour and wealth gathering,1.0,correlate with
sex ratio,in the indian subcontinent,1.0,be negative
bride price,depending on the status of the girl's family and her ability to labour,1.0,be high
families,"polyandrous, monogamous, and polygamous units",1.0,have
group marriages,due to changed economic conditions,1.0,recede in popularity
himalayan vidiya parbandhani sabha,reet (monogamous) marriage,1.0,keep mentioning
western himalayas,money and markets,1.0,introduce
bride price,himalayan marriage,1.0,become a social contract enabling easy dissolution
rich peasants,wives of their poorer neighbours,1.0,seduce
men from the plains,"hill women, married or unmarried",1.0,tempt
the family of a rich man,many wives,1.0,have
everyone,bride price,1.0,take
parents,bride price to the husband,1.0,return
the next man,reet to the parents,1.0,pay
a woman,unmarried due to the importance of women in domestic and agricultural labour,1.0,remain
the payment,reet,1.0,be known as
marriages of divorced woman,reet marriages,1.0,come to be known as
normal himalayan marriage,social and proto-religious rituals,1.0,dispense with
men from outside the community,women,1.0,coming
hill man,outsider willing to give cash for his daughter,1.0,finding
region,zenanas and brothels of the plains,1.0,traffic in women
reet institution,women,1.0,commodifying
men,"this institution to buy women for sex, labour or both",1.0,using
lord combermere,a very pretty girl at the moderate price of 150 rupees,1.0,being offered
parents of the wife,her to elope with another man,1.0,encouraging
women,seven to eight different husbands,1.0,having had
himalaya vidiya parbandhani sabha and the hindu sabha,abolishing reet marriage,1.0,campaigning for
thakur surat singh,the superintendent of simla hill states,1.0,sending a letter to
reet,gazetteers of simla and kangra districts,1.0,definition
reet,marriage,1.0,form
reet,rs 100 to rs 500,1.0,price
reet,freely undertaken and dissolved,1.0,nature
social movements,british rule,1.0,topic
custom of reet,"lust, virtue, and stable family life",1.0,effect
richer members,buying wives of poorer counterparts,1.0,ability
village community,wives to even richer rivals from the plains,1.0,loss
women,prostitutes in the plains,1.0,occupation
recruits,venereal diseases,1.0,condition
hill state of sirmaur,imposing a tax on reet,1.0,policy
tax,5% to 10%,1.0,increase
reet marriages,not reduced,1.0,incidence
state government,"rs 34,263",1.0,revenue
himalaya vidiya parbandhani sabha,propaganda campaigns and mobilising public opinion,1.0,effort
hill states,fines on reet marriage,1.0,imposed
reet marriage,certain categories of marriage,1.0,restricted
the himalaya vidiya parbandhani sabha,the hill states had developed a vested interest in the continuation of this practice,1.0,levelled the charge
the rulers,khash-kanets as inferior hindus,1.0,considered
the himalaya vidiya parbandhani sabha,to abolish reet,1.0,petitioned the british authorities
the hindu conference,the hill states in the campaign against reet,1.0,involves
the himalaya vidiya parbandhani sabha,reformed marriage practices,1.0,proposed
the himalaya vidiya parbandhani sabha,"consisting of british officials, rulers of the hill states, etc",1.0,proposed the holding of a conference
no woman,any man during the life of her husband,1.0,should be permitted by law to marry
rana of baghat,a law,1.0,enacted
this law,mainly because,1.0,proved difficult to impose
"manager, baghal state",that was finally enacted,1.0,provided the detailed legislative draft
the himalaya vidiya parbandhani sabha,for comment and to elicit their views,1.0,proposed a conference
